2018-06-11 15:05:56.152 [main] INFO  log_log - ----------DataApplication Main----------
2018-06-11 15:13:30.947 [main] INFO  log_log - 推送消息：8003057196|1|29|116.3806892454|39.9145659412|5|28800|2018-06-11 23:06:37__msgType:1__userName:liyinjie@126.com
2018-06-11 15:13:34.464 [main] INFO  log_log - pushDataToIosServer:8003057196|1|29|116.3806892454|39.9145659412|5|28800|2018-06-11 23:06:37      certificatePath:java.io.BufferedInputStream@5ec6a1b6       certificatePassword:123
2018-06-11 15:13:36.518 [main] INFO  log_log - ===============end push ios msg successCount============:1
2018-06-11 15:13:41.625 [main] INFO  log_log - 推送消息：8003057196|1|29|116.3806892454|39.9145659412|5|28800|2018-06-11 23:06:47__msgType:1__userName:liyinjie@126.com
2018-06-11 15:13:41.655 [main] INFO  log_log - pushDataToIosServer:8003057196|1|29|116.3806892454|39.9145659412|5|28800|2018-06-11 23:06:47      certificatePath:java.io.BufferedInputStream@1c459c28       certificatePassword:123
2018-06-11 15:13:42.390 [main] INFO  log_log - ===============end push ios msg successCount============:1
2018-06-11 15:13:47.496 [main] INFO  log_log - 推送消息：8003057196|1|29|116.3806892454|39.9145659412|5|28800|2018-06-11 23:07:27__msgType:1__userName:liyinjie@126.com
2018-06-11 15:13:47.531 [main] INFO  log_log - pushDataToIosServer:8003057196|1|29|116.3806892454|39.9145659412|5|28800|2018-06-11 23:07:27      certificatePath:java.io.BufferedInputStream@35555145       certificatePassword:123
2018-06-11 15:13:48.308 [main] INFO  log_log - ===============end push ios msg successCount============:1
2018-06-11 15:13:53.402 [main] INFO  log_log - 推送消息：8003057196|1|29|116.3806892454|39.9145659412|5|28800|2018-06-11 23:07:37__msgType:1__userName:liyinjie@126.com
2018-06-11 15:13:53.430 [main] INFO  log_log - pushDataToIosServer:8003057196|1|29|116.3806892454|39.9145659412|5|28800|2018-06-11 23:07:37      certificatePath:java.io.BufferedInputStream@2411b935       certificatePassword:123
2018-06-11 15:13:54.178 [main] INFO  log_log - ===============end push ios msg successCount============:1
2018-06-11 15:13:59.251 [main] INFO  log_log - 推送消息：8003057196|1|29|116.3806892454|39.9145659412|5|28800|2018-06-11 23:07:47__msgType:1__userName:liyinjie@126.com
2018-06-11 15:13:59.282 [main] INFO  log_log - pushDataToIosServer:8003057196|1|29|116.3806892454|39.9145659412|5|28800|2018-06-11 23:07:47      certificatePath:java.io.BufferedInputStream@4e79c25       certificatePassword:123
2018-06-11 15:14:00.031 [main] INFO  log_log - ===============end push ios msg successCount============:1
2018-06-11 15:14:05.095 [main] INFO  log_log - 推送消息：8003057196|1|29|116.3806892454|39.9145659412|5|28800|2018-06-11 23:07:57__msgType:1__userName:liyinjie@126.com
2018-06-11 15:14:05.123 [main] INFO  log_log - pushDataToIosServer:8003057196|1|29|116.3806892454|39.9145659412|5|28800|2018-06-11 23:07:57      certificatePath:java.io.BufferedInputStream@4c164f81       certificatePassword:123
2018-06-11 15:14:05.843 [main] INFO  log_log - ===============end push ios msg successCount============:1
2018-06-11 15:14:10.915 [main] INFO  log_log - 推送消息：8003057196|1|29|116.3806892454|39.9145659412|5|28800|2018-06-11 23:08:07__msgType:1__userName:liyinjie@126.com
